"Search Parameters"	"Year"	"Mo"	"Dy"	"Country"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"
"[""1900 <= Year >= 2020""]"																	
	1950	12	14	"TONGA"	170	"TONGA ISLANDS"	-19.5	-176	200	7.7	6						
	1950	12	14	"MEXICO"	150	"MEXICO:  ACAPULCO"	16.48	-98.22	50	7.5	5						3
	1951	2	18	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA"	-9.3	147.1				3000	4				
	1951	2	22	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-3.252	142.238	25	6.1							
	1951	3	19	"PHILIPPINES"	170	"PHILIPPINES"	9.5	127.3		7.8							
	1951	5	6	"EL SALVADOR"	100	"EL SALVADOR:  JUCUAPA"	13	-87.8	100	6.5		1100	4			23	3
	1951	5	16	"PERU"	160	"PERU"	-15	-69.5	250	7.9							
	1951	7	9	"MEXICO"	150	"MEXICO:  OAXACA:  MIAHIATLAN"	16.1	-96.8	50	6.2		1	1				2
	1951	8	3	"NICARAGUA"	100	"NICARAGUA:  GULF OF FONSECA:  POTOSI"	13	-87.5	100	6							3
	1951	8	6	"NICARAGUA"	100	"NICARAGUA:  GULF OF FONSECA:  JINOTEGA"	13	-87.5	100	5.5							3
	1951	8	8	"ITALY"	130	"ITALY:  S"	41.6	13.8			12						
	1951	8	13	"TURKEY"	140	"TURKEY:  KURSUNLU"	40.8	33.4		6.7	9	50	1				3
	1951	8	15	"USA"	150	"CALIFORNIA:  TERMINAL ISLAND"	33.5	-118.2			5					3	2
	1951	8	21	"USA"	150	"HAWAII"	19.7	-156	60	6.9				2	1		2
	1951	10	22	"TAIWAN"	30	"TAIWAN"	23.8	121.7	21	7.3		68	2	586	3		3
	1951	11	18	"CHINA"	40	"CHINA:  TIBET (XIZANG PROVINCE)"	31.1	91.4	25	7.5							1
	1951	11	24	"TAIWAN"	30	"TAIWAN"	22.9	121.5		7.5		17	1	250	3		2
	1951	12	8	"INDIAN OCEAN"	60	"INDIAN OCEAN:  S"	-34	57	25	7.9							
	1951	12	21	"CHINA"	30	"CHINA:   YUNNAN PROVINCE"	26.7	100		6.3	9						4
	1952	1	3	"TURKEY"	140	"TURKEY:  PASINLER (HASANKALE), ERZURUM"	39.9	41.7		6	8	103	3				2
	1952	2	26	"PERU"	160	"PERU-BOLIVIA"	-14.1	-69.9		7.5							
	1952	3	4	"JAPAN"	30	"JAPAN:  HOKKAIDO"	42.15	143.85	45	8.1	9	33	1		3		3
	1952	3	9	"JAPAN"	30	"JAPAN:  HOKKAIDO"	41.7	142.5		7.1				17	1		2
	1952	3	17	"USA"	150	"HAWAII"	19.11	-155.033	33								
	1952	3	19	"PHILIPPINES"	170	"PHILIPPINES:  BUTUAN"	9.5	127.25		7.8	7						1
	1952	5	13	"COSTA RICA"	100	"COSTA RICA-PANAMA"	10.3	-85.3	64								
	1952	6	3	"TURKEY"	140	"TURKEY:  PASINLER (HASANKALE),ERZINCAN"	39.8	39.5			7	94	2				3
	1952	6	19	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	22.7	99.8		6.5	8						1
	1952	7	13	"VANUATU"	170	"VANUATU ISLANDS"	-18.5	169.25	260	6.8							
	1952	7	21	"USA"	150	"CALIFORNIA:  KERN COUNTY"	35	-119.017	16	7.7	11	12	1		3	60	4
	1952	8	17	"CHINA"	40	"CHINA:  TIBET (XIZANG PROVINCE)"	30.5	91.5	60		10	54	2				2
	1952	8	22	"USA"	150	"CALIFORNIA:  KERN COUNTY"	35.333	-118.917	16	5.8	8	2	1		2	10	3
	1952	9	30	"CHINA"	30	"CHINA: SICHUAN PROVINCE"	28.3	102.2		6.8	9						3
	1952	10	8	"CHINA"	30	"CHINA:  SHANXI PROVINCE"	39	112.7		5.5	8						3
	1952	10	22	"TURKEY"	140	"TURKEY:  CEYHAN,MISIS"	36.5	35.5		5	7	20	1				3
	1952	11	4	"RUSSIA"	50	"RUSSIA:  KAMCHATKA PENINSULA"	52.755	160.057	22	9	7		1				
	1952	12	8	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	22.9	99.7		5.8	8						1
	1952	12	30	"COSTA RICA"	100	"COSTA RICA"	10.3	-83.5				29	1				
	1953	1	15	"IRAN"	140	"IRAN:  LAR"	27.761	54.751	15	5.5	7	13	1				2
	1953	1	25	"HAITI"	90	"HAITI"	18.4	-73.4		5.7		2	1				2
	1953	2	12	"IRAN"	140	"IRAN:  TORUD"	35.385	54.979	15	6.6	8	970	3	140	3		
	1953	2	15	"PERU"	160	"PERU:  LIMA"	-12	-77.5		5.5							
	1953	3	17	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	50	156.5		5.8							
	1953	3	18	"TURKEY"	140	"TURKEY:  YENICE, ONON"	40	27.5		7.5		1070	4			3.57	2
	1953	4	23	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  SOLOMON ISLANDS"	-4.449	152.868	35	7.4						0.013	1
	1953	4		"IRAN"	140	"IRAN:  KHAN-E-ZENYAN,KHATIRI"	29	52				1	1				
	1953	5	3	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	24.2	103.2		5	7						1
	1953	5	6	"CHILE"	160	"CHILE:  CHILLAN, CONCEPCION"	-36.5	-72.5	60	7.6	10	9	1	26	1	500	4
	1953	5	31	"DOMINICAN REPUBLIC"	90	"DOMINICAN REPUBLIC: PUERTO PLATA"	19.8	-70.7	33	7.2							
	1953	6	18	"TURKEY"	140	"TURKEY:  EDIRNE"	41.4	26.3				37	1				2
	1953	7	2	"VANUATU"	170	"VANUATU ISLANDS"	-19	169	223	7.5							
	1953	8	11	"GREECE"	130	"GREECE:  ASPROGERAKAS (KEPHALLENIA)"	38.1	20.6	33	6.8	9						
	1953	8	12	"GREECE"	130	"GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA)"	38.3	20.8		7.2	10	476	3	2412	4	100	4
	1953	9	10	"CYPRUS"	130	"CYPRUS:  PAPHOS"	35	32.5		6.5	10	40	1	100	1		2
	1953	9	14	"FIJI"	170	"FIJI ISLANDS"	-18.3	178.2	33	6.4		2	1				2
	1953	11	4	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-13.189	166.516	35	7.5							
	1953	11	25	"JAPAN"	30	"JAPAN:  KASHIMA"	34	141.7	60	7.4		1	1				1
	1953	12	7	"CHILE"	160	"CHILE:  NORTHERN"	-22.1	-68.7	128	7.4		3	1			7.31	3
	1953	12	12	"PERU"	160	"PERU-ECUADOR"	-3.4	-80.6	30	7.4	9	6	1	20	1		2
	1954	2	5	"MEXICO"	150	"MEXICO:  CHIAPAS"	17.3	-92.6	100	6.2		6	1			17	3
	1954	2	11	"CHINA"	30	"CHINA:  GANSU PROVINCE"	39	101.3		7.3	10						3
	1954	2	28	"AUSTRALIA"	170	"AUSTRALIA:  ADELAIDE:  S"	-34.9	138.7	4	5.4	8						2
	1954	3	21	"MYANMAR (BURMA)"	60	"MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR"	24.5	95.3	180	7.4							2
	1954	3	29	"SPAIN"	130	"SPAIN"	37	-3.5	640	7							3
	1954	4	20	"GREECE"	130	"GREECE"	39.8	22.1		7		25	1				
	1954	4	29	"ATLANTIC OCEAN"	70	"ATLANTIC OCEAN:  NORTHERN"	29.5	-29.5		7.5							
	1954	4	30	"GREECE"	130	"GREECE:  SOPHADES (KARDITSA)"	39.3	22.2		7	10	31	1			3.15	2
	1954	6	10	"AFGHANISTAN"	40	"AFGHANISTAN:  NORTHERN"	36	66				2000	4				
	1954	6	17	"CHINA"	30	"CHINA:  ANHUI PROVINCE"	31.6	116.6		5.3	6						1
	1954	7	2	"PHILIPPINES"	170	"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI"	13	123.9		6.8	9	13	1	101	3		2
	1954	7	6	"USA"	150	"NEVADA:  FALLON"	39.4	-118.5		6.8							2
	1954	7	31	"CHINA"	30	"CHINA: NEI MONGOL"	38.8	104.2		7							2
	1954	8	20	"IRAN"	140	"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR"	27.5	52		5		1	1				3
	1954	8	23	"USA"	150	"NEVADA:  STILLWATER RANGE"	39.6	-118.5		6.8	12						
	1954	9	9	"ALGERIA"	15	"ALGERIA:  ORLEANSVILLE"	36.283	1.467		6.7	11	1243	4	5000	4	6	3
	1954	9	9	"ALGERIA"	15	"ALGERIA:  EL ASNAM"	36	1.5		6.7	11						
	1954	9	9	"ALGERIA"	15	"ALGERIA:  EL ASNAM"	36	1.5			11						
	1954	9	9	"ALGERIA"	15	"ALGERIA:  EL ASNAM"	36	1.5		6	10						
	1954	10	24	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	29.4	104.8		5	7						1
	1954	11	2	"INDONESIA"	60	"INDONESIA:  SUMABAWA:  BIMA,RABA"	-8	119		6.8	8						1
	1954	11	18	"JAPAN"	30	"JAPAN:  HONSHU:  MIYAGI PREFECTURE"	38.9	142.2	30	6.5							
	1954	12	16	"USA"	150	"NEVADA:  DIXIE VALLEY"	39.3	-118.2		7	10						
	1955	1	18	"VENEZUELA"	90	"VENEZUELA:  OFF THE COAST NEAR LA VELA"	11.46	-69.57									
	1955	1	25	"USA"	150	"CALIFORNIA:  TERMINAL ISLAND"	33.8	-118.2			4					3	2
	1955	2	18	"PAKISTAN"	60	"PAKISTAN:  QUETTA"	30.5	67				12	1		3		2
	1955	2	27	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS"	-28	-175.5	60	7.8							
	1955	3	31	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO"	8.1	123.2	96	7.6	8	400	3			5	2
	1955	4	4	"NICARAGUA"	100	"NICARAGUA:  MANAGUA"	13	-87		6.2							2
	1955	4	13	"GREECE"	130	"GREECE:  S"	37.5	22									2
	1955	4	14	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	30	101.8		7.5	9	39	1	113	3		2
	1955	4	15	"CHINA"	40	"CHINA:  XINJIANG PROVINCE"	39.9	74.6		7	9						2
	1955	4	19	"GREECE"	130	"GREECE:  DRAKIA-AGRIA (MAGNESIA)"	39.4	23.1	33	6.2	10	8	1	149	3		4
	1955	4	19	"CHILE"	160	"CHILE"	-30	-72	30	7.1	6						
	1955	4	21	"GREECE"	130	"GREECE:  AEGEAN SEA"	39.5	23		6	10	7	1				3
	1955	4	24	"CHINA"	40	"CHINA:  XINJIANG PROVINCE"	44.2	83.6		6.5							1
	1955	5	17	"INDIA"	60	"INDIA:  LITTLE NICOBAR ISLAND"	6.5	94		7.3							
	1955	6	7	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	26.5	101.1		6	8						3
	1955	7	16	"TURKEY"	140	"TURKEY:  SOKE, AYDIN"	37.5	27		6.8	9	4	1				3
	1955	7	20	"COLOMBIA"	160	"COLOMBIA-ECUADOR"	0.2	-78.4		6							3
	1955	9	1	"COSTA RICA"	100	"COSTA RICA"	10	-84.5		5.8		10	1				2
	1955	9	8	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  FAURO ISLAND"	-6.9	155.7	33	6.5							
	1955	9	12	"EGYPT"	15	"EGYPT:  NILE DELTA"	32.2	29.6		6.3		22	1	12	1		3
	1955	9	23	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	26.6	101.8	10	6.8	9		1				3
	1955	10	1	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	29.9	101.4		5.8	7						1
	1955	10	9	"PERU"	160	"PERU:  MUNGUI,LA UNION PROV,AREQUIPA,TORO,COTAHUASI"	-16.2	-71.3				1	1				2
	1955	10	10	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-5.1	152.924	35	7.3							
	1956	1	8	"MEXICO"	150	"MEXICO:  GUERRERO"	17	-99.5		6.5					3		3
	1956	1	8	"CHILE"	160	"CHILE"	-19	-70		7.1	5		1				1
	1956	1	10	"TONGA"	170	"TONGA ISLANDS"	-26	-175.241	35	7							
	1956	1	12	"HUNGARY"	110	"HUNGARY"	47.5	19.3		5.8		2	1				3
	1956	1	16	"ECUADOR"	160	"ECUADOR"	-0.5	-80.5		7.3	9						2
	1956	1	24	"NICARAGUA"	100	"NICARAGUA:  PUERTO SAMOZA"	12.2	-86.7		7.3							2
	1956	1	31	"SLOVENIA"	130	"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE"	45.5	14.3	7	4.5	7						2
	1956	2	20	"TURKEY"	140	"TURKEY:  ESKISEHIR"	40	30.5		5.8	8	4	1				2
	1956	3	2	"NEW ZEALAND"	170	"NEW ZEALAND:  NORTH ISLAND"	-38.9	175.7		5.3	7						1
	1956	3	5	"JAPAN"	30	"NE. HOKKAIDO ISLAND, JAPAN"	44.3	144.1	20								
	1956	3	16	"LEBANON"	140	"LEBANON:  LITANI"	35.5	35.5		5.8		148	3				3
	1956	4	19	"SPAIN"	130	"SPAIN"	37	-4				7	1				3
	1956	5	23	"FIJI"	170	"FIJI ISLANDS"	-15	-179	430	7.5							
	1956	6	9	"AFGHANISTAN"	40	"AFGHANISTAN:  KABUL"	35.1	67.5	60	7.6		100	2				
	1956	7	9	"GREECE"	130	"GREECE:  DODECANESE"	36.9	26	20	7.8	9	53	2				3
	1956	7	9	"GREECE"	130	"GREECE:  AEGEAN SEA"	36.8	25.2		6.8							
	1956	7	16	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA)"	22.2	95.7	39	7		38	1				2
	1956	7	18	"INDONESIA"	170	"INDONESIA:  BANDA SEA"	-5.5	130	190	7.5							
	1956	7	21	"INDIA"	60	"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA"	23.278	70.107	15	6	9	156	3				3
	1956	8	12	"JAPAN"	30	"JAPAN:  IZU PENINSULA"	33.8	138.8	50	6.5							
	1956	8	19	"CHINA"	30	"CHINA:  SHANXI PROVINCE"	37.8	114		5	7						1
	1956	10	11	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	46	150.5	110	7.6	7						
	1956	10	31	"IRAN"	140	"IRAN:  BASTAK"	27.407	54.462	15	6.4	8	410	3			2.8	2
	1956	11	2	"GREECE"	130	"GREECE:  VOLOS-AGRIA (MAGNESIA)"	39.5	23		5.7	8		2				
	1956	12	18	"CHILE"	160	"CHILE:  ANTOFAGASTA"	-25.5	-71	33								
	1956	12	31	"CHINA"	30	"CHINA:  HEBEI PROVINCE"	40.5	115.5		5	6						1
	1957	2	20	"TUNISIA"	15	"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX"	36.2	8.9		5.6		13	1	96	2		2
	1957	2	23	"TAIWAN"	30	"TAIWAN:  HUALIEN, TAIPEI"	23.9	121.6	69	7.2		11	1		3		2
	1957	3	8	"GREECE"	130	"GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA)"	39.4	22.8		7	10	2	1		3		2
	1957	3	9	"USA"	150	"ALASKA"	51.292	-175.629	33	8.6							1
	1957	3	22	"USA"	150	"ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS"	55	-165.2		7.5	5						
	1957	4	14	"SAMOA"	170	"SAMOA ISLANDS"	-15.5	-173	60	7.5							
	1957	4	16	"INDONESIA"	60	"INDONESIA:  JAVA SEA"	-4.6	107.1	600	7.5							
	1957	4	23	"IRAN"	140	"IRAN:  KACHU MESQAL"	33.4	52.5			7	16	1				2
	1957	4	24	"TURKEY"	140	"TURKEY"	36.31	28.62	40	6.9							2
	1957	4	25	"TURKEY"	140	"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)"	36.4	28.55	41	7.1	10	18	1	92	1		4
	1957	5	26	"TURKEY"	140	"TURKEY:  ABANT"	40.7	30.9		7.1	9	500	3				3
	1957	6	10	"CHINA"	30	"CHINA:  SHANXI PROVINCE"	38	112.5		5	6						1
	1957	6	22	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA"	-1.5	137	33	7.3							3
	1957	6	27	"RUSSIA"	40	"RUSSIA:  CHITA"	56.2	116.4	15	7.6	10						2
	1957	7	2	"IRAN"	140	"IRAN:  HAZANDERAN, ABEGARM"	36.277	52.778	15	6.6	9	1100	4		3		3
	1957	7	28	"MEXICO"	150	"MEXICO:  ACAPULCO,MEXICO CITY"	16.5	-99.1	25	7.9	7	65	2		3	25	4
	1957	7	29	"CHILE"	160	"CHILE:  ANTOFAGASTA"	-23.5	-71.5	33	7	3						
	1957	9	5	"IRAN"	140	"IRAN:  JAHROM"	28.3	53.3					3				3
	1957	9	24	"PHILIPPINES"	170	"PHILIPPINES"	5.5	127.5	60	7.6							
	1957	9	26	"INDONESIA"	60	"S. JAVA SEA"	-8.2	107.3									
	1957	9	28	"FIJI"	170	"FIJI ISLANDS"	-20.4	-178.5	549	7.5							
	1957	10	26	"INDONESIA"	170	"INDONESIA:  KALIMANTAN ISLAND"	-2	116		6							
	1957	11	29	"BOLIVIA"	160	"BOLIVIA:  S"	-21	-66	170	7.8							1
	1957	11		"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"											
	1957	12	4	"MONGOLIA"	40	"MONGOLIA"	45.5	99.5	33	8.1	11	30	1				2
	1957	12	13	"IRAN"	140	"IRAN:  FARSINAJ"	34.388	47.748	15	6.5	8	1200	4		3		3
	1957	12	17	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS"	-12.3	166.7	120	7.8							
	1958	1	15	"PERU"	160	"PERU: AREQUIPA"	-16.5	-72	60	7.3	9	28	1				2
	1958	1	16	"IRAN"	140	"IRAN"	36.5	53					3				2
	1958	1	19	"COLOMBIA"	160	"COLOMBIA-ECUADOR"	1.5	-79.5	60	7.6	9	111	3	46	1		2
	1958	2	1	"COLOMBIA"	160	"COLOMBIA"	2	-79		6.9			1				3
	1958	2	7	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	31.5	104		6.2	7						1
	1958	3	11	"JAPAN"	30	"JAPAN:  RYUKYU ISLANDS"	25	125	70	7.5			2		3		
	1958	4	21	"INDONESIA"	60	"INDONESIA:  SUMATRA:  BENGKULU"	-4.5	104	200	6.7							
	1958	5	14	"AZORES (PORTUGAL)"	130	"AZORES"	38.5	-28.8									2
	1958	7	10	"USA"	150	"ALASKA:  LITUYA BAY"	58.37	-136.665	35	7.8	11						1
	1958	7	26	"PERU"	160	"PERU:  S"	-13.5	-69	620	7.5							1
	1958	8	16	"IRAN"	140	"IRAN:  FIRUZABAD"	34.29	47.867	15	6.7	7	132	3	948	3		3
	1958	9	1	"PERU"	160	"PERU:  S"	-18	-65				4	1				4
	1958	9	4	"CHILE"	160	"CHILE-ARGENTINA"	-33.785	-70.112		6.8		7	1				3
	1958	9	17	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	49.3	156.4									
	1958	9	21	"IRAN"	140	"IRAN"	36	49		5.2	6	16	1				3
	1958	9	25	"CHINA"	30	"CHINA:  GUANGXI PROVINCE"	22.5	109.5		5.8	7						1
	1958	10	20	"INDONESIA"	60	"INDONESIA:  JAVA:  MALANG"	-9.5	112.5	100	6.7	8	8	1	1856	4		2
	1958	11	4	"PACIFIC OCEAN"	170	"EAST PACIFIC RIDGE"	-50	-115		6.1							
	1958	11	6	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.53	148.54	40	8.3	10						2
	1958	11	12	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.2	148.8	29								
	1958	11	18	"ITALY"	130	"ITALY:  N"	44.3	9.9			12						
	1958	11	29	"ITALY"	130	"ITALY:  N"	44.4	8.8			12						
	1959	1	22	"JAPAN"	30	"SANRIKU, JAPAN"	37.5	142.2	40								
	1959	1	26	"ITALY"	130	"ITALY:  N"	44.5	9.6			12						
	1959	2	7	"PERU"	160	"PERU-ECUADOR"	-4	-81.5	19	7.4	7						1
	1959	4	5	"FRANCE"	120	"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS"	44	6.8		5.5	8						2
	1959	4	9	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.3	149	40	5							
	1959	4	11	"ITALY"	130	"ITALY:  CENTRAL"	42.9	12.6			12						
	1959	4	17	"ITALY"	130	"ITALY:  N"	44.5	10.8			12						
	1959	4	25	"TURKEY"	140	"TURKEY:  KOYCEGIZ, MUGLA"	37	28.7		6.3	8						2
	1959	4	26	"TAIWAN"	30	"TAIWAN:  TAIPEI"	24.78	122.7	150	7.5		2	1				1
	1959	5	4	"RUSSIA"	50	"RUSSIA:  NEAR EAST COAST OF KAMCHATKA"	52.5	159.5	60	8.2	10	1	1	13	1		2
	1959	5	24	"MEXICO"	150	"MEXICO:  OAXACA;"	17	-96.3	100	6.8							3
	1959	6	14	"BOLIVIA"	160	"BOLIVIA-NORTHERN CHILE"	-20.369	-68	112	7.5		1	1				1
	1959	6	18	"RUSSIA"	50	"RUSSIA:  NEAR KAMCHATKA"	53.9	160.5	15	7	10						
	1959	7	2	"CHINA"	30	"CHINA:  HENAN PROVINCE"	31.8	115.3		5	6				1		1
	1959	8	10	"CHINA"	30	"CHINA:  SHAANXI PROVINCE"	35.6	110.9		5.4	7						1
	1959	8	15	"TAIWAN"	30	"TAIWAN"	22.18	121.13	60	7		16	1	63	2		3
	1959	8	17	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-7.5	156		7.3							3
	1959	8	18	"USA"	150	"MONTANA:  HEBGEN LAKE"	44.712	-111.215	5	7.7	10	28	1			11	3
	1959	8	26	"MEXICO"	150	"MEXICO:  GULF OF CAMPECHE"	18.3	-94.4		6.9		25	1	200	3		3
	1959	9	1	"ALBANIA"	130	"ALBANIA"	40.9	19.8	11	6.1	10	2	1				3
	1959	9	14	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS"	-28.5	-177	60	7.7							
	1959	10	25	"TURKEY"	140	"TURKEY:  NINIA"	39.1	41.6		6.2		18	1				2
	1959	10	26	"JAPAN"	30	"SANRIKU, JAPAN"	37.5	143.2	10								
	1959	10	27	"RUSSIA"	50	"RUSSIA:  KAMCHATKA"	45.89	151.11	70	7.2							
	1959	11	7	"ALGERIA"	15	"ALGERIA:  BOU-MEDFA"	36.4	2.6		5.5	8						2
	1959	11	15	"CHINA"	40	"CHINA:  XINGJIANG"	38.75	75.317		6.4			1				1
	1959	12	24	"PERU"	160	"PERU:  AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO"	-13.5	-74			7	7	1				2
	1960	1	13	"PERU"	160	"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI"	-15.75	-72.75	160	7.8	10	63	2	200	3		3
	1960	1	15	"PERU"	160	"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA"	-15	-75	150	7		63	2				1
	1960	2	2	"CHINA"	30	"CHINA:  GANSU PROVINCE"	33.8	104.5		5.3	6						1
	1960	2	21	"ALGERIA"	15	"ALGERIA:  MELOUZA"	36	4.1	33	5.6		47	1	88	2		2
	1960	2	29	"MOROCCO"	15	"MOROCCO:  AGADIR"	30.45	-9.62	33	5.9	10	13100	4	25000	4	120	4
	1960	3	20	"JAPAN"	30	"JAPAN:  SANRIKU"	39.8	143.4	20	7.5							1
	1960	3	23	"JAPAN"	30	"JAPAN:  SANRIKU"	39.4	143.7	20	6.7							
	1960	4	13	"CHINA"	30	"CHINA:  JILIN PROVINCE"	44.7	127		5.8	8						1
	1960	4	24	"IRAN"	140	"IRAN:  LAR"	27.814	54.497	15	5.9	7	420	3	3000	4	20	3
	1960	4	29	"INDONESIA"	170	"INDONESIA:  CENTRAL SULAWESI:  UNA-UNA ISLAND"	-0.5	121.5			8						2
	1960	5	21	"CHILE"	160	"CHILE:  CENTRAL"	-37.872	-73.243	35	8.2			1		3		1
	1960	5	22	"CHILE"	160	"CHILE:  PUERTO MONTT, VALDIVIA"	-38.143	-73.407	33	9.5	12	2000	4	3000	4	1000	4
	1960	5	26	"GREECE"	130	"GREECE-ALBANIA"	40	20		6.5		8	1				2
	1960	6	11	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  W. SOLOMON SEA"	-9.4	152.3	33	6.6							
	1960	7	29	"JAPAN"	30	"JAPAN:  SANRIKU"	40.3	142.5	50	6.7							
	1960	7	30	"ECUADOR"	160	"ECUADOR"	-1.5	-79	21			11	1				1
	1960	8	27	"INDIA"	60	"INDIA:  N"	28.6	76.7	58								2
	1960	9	22	"CONGO"	10	"CONGO:  LAKE TANGANYIKA"	-3.6	29	28	6.6		24	1				2
	1960	10	7	"PHILIPPINES"	170	"PHILIPPINES:  PANAY"	11.1	122.3				3	1				2
	1960	11	1	"CHILE"	160	"CHILE:  CONCEPCION"	-38.5	-75.1	55	7.4			1				1
	1960	11	9	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	32.7	103.7		6.8	9						3
	1960	11	20	"PERU"	160	"PERU"	-6.8	-80.7	93	6.7							
	1961	1	10	"RUSSIA"	50	"RUSSIA:  KAMCHATKA"	50.016	156.099	59	6.6							
	1961	1	16	"JAPAN"	30	"JAPAN:  KASHIMA"	36	142.3	40								
	1961	1	16	"JAPAN"	30	"JAPAN:  KASHIMA"	36	141.9	20								
	1961	1	16	"JAPAN"	30	"JAPAN:  KASHIMA"	36.2	141.9	20								
	1961	2	4	"INDIA"	60	"INDIA"	24.9	93.34	141	7.6							
	1961	2	12	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	43.2	147.9	80								
	1961	2	26	"JAPAN"	30	"JAPAN:  MIYAZAKI"	31.6	131.8	74	7.3		2	1	7	1		2
	1961	3	7	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS"	-28.3	-175.7	40	7.5							
	1961	3	7	"CHINA"	30	"CHINA:  HUBEI PROVINCE"	30.5	110		4.9	7						2
	1961	3	16	"INDONESIA"	60	"INDONESIA:  FLORES:  ENDEH"	-8.2	122	74	6.5	8	2	1	6	1		2
	1961	3	24	"ITALY"	130	"ITALY:  SICILY"	38	15.3				15	1				2
	1961	4	4	"USA"	150	"CALIFORNIA:  TERMINAL ISLAND"	34	-118	16							4.5	2
	1961	4	13	"CHINA"	40	"CHINA: XINJIANG"	39.8	77.7		6.8	9						2
	1961	5	23	"TURKEY"	140	"TURKEY"	36.7	28.5		6.5							
	1961	6	1	"ETHIOPIA"	10	"ETHIOPIA:  KARAKORE"	10.4	39.9	33	6.5	9	30	1		3		2
	1961	6	11	"IRAN"	140	"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU"	27.861	54.528	15	6.4	8	60	2		3		3
	1961	6	11	"CHINA"	30	"CHINA:   YUNNAN PROVINCE"	24.97	98.63	33	5.8	8						3
	1961	6	16	"COLOMBIA"	90	"COLOMBIA: NORTHEASTERN COLOMBIA"	8.9	-73.4	120	6.5							
	1961	6	27	"IRAN"	140	"IRAN"	33.5	49.4				5	1		3		2
	1961	6	27	"CHINA"	30	"CHINA:   YUNNAN PROVINCE"	27.73	99.75	25	6	8						3
	1961	7	18	"JAPAN"	30	"JAPAN:  RYUKYU ISLANDS"	29.6	131.8	60								
	1961	7	23	"VANUATU"	170	"VANUATU ISLANDS"	-18.421	168.411	35	7.3							
	1961	8	1	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-9.849	160.614	25	6.4							
	1961	8	11	"JAPAN"	30	"JAPAN:  SE. HOKKAIDO ISLAND"	42.9	145.6	80								
