"Search Parameters"	"Year"	"Mo"	"Dy"	"Country"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"
"[""1900 <= Year >= 2020""]"																	
	1910	10	27	"MOROCCO"	15	"MOROCCO:  MELILLA; CANARY I:  PENON DE LA GOMERA"	35.3	-2.97									2
	1910	11	9	"VANUATU"	170	"VANUATU ISLANDS:  ESPIRITU SANTO"	-16	166	70	7.9							
	1910	11	10	"VANUATU"	170	"VANUATU ISLANDS:  ESPIRITU SANTO"	-14	166.5	90	7.2							2
	1910	11	26	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-8	167	33	8							
	1910	12	13	"ZAMBIA"	10	"ZAMBIA"	-8	31		7.3		2	1				2
	1910	12	16	"INDONESIA"	170	"INDONESIA:  TALAUD ISLANDS"	4.5	126		7.5							
	1910	12	18	"INDONESIA"	170	"INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS"	4	127		6.7	8						1
	1910	12	30	"PHILIPPINES"	170	"PHILIPPINES:  SULU SEA"	9	125.5	60	6.2	7						1
	1911	1	3	"KAZAKHSTAN"	40	"KAZAKHSTAN:  ALMA-ATA, TURKESTAN"	43.5	77.5	25	7.7	10	450	3				3
	1911	1	26	"CHINA"	30	"CHINA:  HEBEI PROVINCE"	39.8	114.5		5.5	7		1		1		2
	1911	1	27	"PHILIPPINES"	170	"PHILIPPINES:  LUZON:  TAAL VOLCANO"	14.002	120.993			9						1
	1911	2	18	"TAJIKISTAN"	40	"TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR"	38.2	72.8	26	7.4		90	2				3
	1911	2	18	"GREECE"	130	"GREECE-ALBANIA"	41.1	20.7		6.7	10						
	1911	4	18	"IRAN"	140	"IRAN:  RAVAR"	30.46	56.305	15	6.5	8	700	3				3
	1911	5	4	"RUSSIA"	50	"RUSSIA:  NEAR KAMCHATKA"	51.8	156	240	7.6	7						
	1911	5	8	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  MATUPIT ISLAND"	-4.25	152.25									
	1911	5	14	"CHINA"	30	"CHINA:  GUANGDONG PROVINCE"	23	115.3		5.5	7						2
	1911	6	7	"MEXICO"	150	"MEXICO:  MICHOACAN"	17.5	-102.5	11	7.9		45	1	22	1		
	1911	6	15	"JAPAN"	30	"JAPAN:  RYUKYU ISLANDS"	28	130	160	8		12	1				3
	1911	7	4	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH"	36	70.5	190	7.6							
	1911	7	12	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN"	9	126	50	7.8	10						3
	1911	7	24	"FRANCE"	120	"FRANCE:  NAY,BENEJACQ,ARAMITS,ARROS,GAN,BOSDARROS"	43.2	0.2		5	7						2
	1911	8	16	"MICRONESIA, FED. STATES OF"	170	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	137	17	7.7							
	1911	9	15	"CHILE"	160	"CHILE:  NORTHERN"	-20	-72		7.3							
	1911	9	22	"USA"	150	"ALASKA:  PRINCE WILLIAM SOUND"	60.5	-149	60	6.9	8						
	1911	10	15	"ITALY"	130	"ITALY:  ETNA"	37.7	15.2	1	4.3	10						
	1911	11	18	"ALBANIA"	130	"ALBANIA:  KORCE, STAROVE, POGRADEC, SALXHIJAS"	40.4	20.5			10						
	1911	12	16	"MEXICO"	150	"MEXICO:  NEAR COAST OF GUERRERO"	17	-100.7	50	7.6	4						
	1912	1	24	"GREECE"	130	"GREECE:  ASPROGERAKAS (KEPHALLENIA)"	38	20.5	60	7	10		2				
	1912	5	6	"ICELAND"	120	"ICELAND"	64	-20	60	7.5	11						
	1912	5	8	"MEXICO"	150	"MEXICO:  GUADALAJARA"	20.4	-103.2									3
	1912	5	23	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO"	21	97	25	8	9		1				3
	1912	6	8	"JAPAN"	30	"SANRIKU, JAPAN"	40.5	142	100	6.6							1
	1912	7	24	"PERU"	160	"PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL"	-5.62	-80.413	30	7	10		3		3		3
	1912	8	9	"TURKEY"	140	"TURKEY:  MARMARA SEA"	40.5	27.2	60	7.8		3000	4	1575	4		4
	1912	9	19	"MEXICO"	150	"MEXICO:  ACAMBAY-TIXMADEJE"	19.9	-99.9									3
	1912	9	29	"MICRONESIA, FED. STATES OF"	170	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	138	50	7.5							
	1912	10	31	"MICRONESIA, FED. STATES OF"	170	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	138	33	6.9	3						
	1912	11	7	"USA"	150	"ALASKA:  ALASKA PENINSULA"	57.5	-155	90	7.5	5						
	1912	11	8	"PHILIPPINES"	170	"PHILIPPINES:  SORSOGON"	12.6	124			9						2
	1912	11	19	"MEXICO"	150	"MEXICO:  CENTRAL, ACAMBAY, TIXMADEJE"	19.9	-99.8		7.8							3
	1912	12	6	"MICRONESIA, FED. STATES OF"	170	"MICRONESIA, FED. STATES OF:  YAP IS, CAROLINE IS"					3						
	1912	12	7	"ARGENTINA"	160	"ARGENTINA:   SANTIAGO DEL ESTERO PROVINCE"	-29	-62.5	620	7.5							
	1913	1	19	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	46	152	120	7.5							1
	1913	2	22	"NEW ZEALAND"	170	"TASMAN SEA"	-41.8	171.5	33	6.8	8						1
	1913	2	24	"ECUADOR"	160	"ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE"	-3.4	-79.6	50	7.7	7		3				3
	1913	3	14	"INDONESIA"	170	"INDONESIA:  SANGIHE ISLAND"	5.354	126.121	15	7.8	9	138	3		2		2
	1913	3	24	"IRAN"	140	"IRAN:  TEYHAN"	26.8	53.7		5.8		11	1				
	1913	4	25	"PHILIPPINES"	170	"PHILIPPINES"	9.5	127.8	60	7.7							
	1913	5	30	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  SOLOMON ISLANDS"	-5	154	60	7.5							
	1913	6	14	"BULGARIA"	110	"BULGARIA:  TIRNOVO"	43.5	25.5		6.8	11						
	1913	6	26	"TONGA"	170	"TONGA ISLANDS"	-20	-174	33	7.6							
	1913	6	28	"ITALY"	130	"ITALY:  COSENZA,ROGLIANO,BISIGANO"	39.6	16.2			9						2
	1913	7	28	"PERU"	160	"PERU:  AREQUIPA"	-16.6	-73.3	30	7	9						1
	1913	8	1	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	47.5	155.5	60	7.7							
	1913	8	6	"PERU"	160	"PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO"	-17	-74	33	7.9	10		2				3
	1913	8		"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	28.4	102.3		6	8		2				2
	1913	10	2	"PANAMA"	100	"PANAMA: AZUERO PENINSULA"	7.1	-80.6		6.7			1				1
	1913	10	11	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA"	-7	148	33	7							
	1913	10	14	"VANUATU"	170	"VANUATU ISLANDS"	-19.5	169	230	8.1							
	1913	11	4	"PERU"	160	"PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA"	-14.2	-72.9	10	6.3	10	150	3				3
	1913	11	10	"VANUATU"	170	"VANUATU ISLANDS"	-18	169	80	7.5							
	1913	12	21	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	24.15	102.45	10	7	9	942	3	112	3		3
	1914	1	12	"PERU"	160	"PERU:  CALLAO"	-12	-76.6	33								
	1914	1	12	"JAPAN"	30	"JAPAN:  SAKURIJIMA"	31.58	130.67		7.1		29	1				1
	1914	1	15	"ITALY"	130	"ITALY:  LIGURIAN COAST"	43.5	10.2			6						
	1914	1	30	"CHILE"	160	"CHILE:  OFF CENTRAL COAST"	-35	-73	33	7.6							
	1914	2	26	"PERU"	160	"PERU:  AREQUIPA"	-17	-72	130	7.2							
	1914	3	15	"JAPAN"	30	"JAPAN:  SENHOKU"	39.2	139.8	33	7.2		94	2				3
	1914	3	30	"MEXICO"	150	"MEXICO:  CHIAPAS"	16.8	-92.2	150	7.5							
	1914	5	8	"ITALY"	130	"ITALY:  CATANIA, ETNA"	37.7	15.2		4.9	10	120	3				3
	1914	5	26	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN"	-1.829	136.943	15	8.1	9		3				2
	1914	5	28	"TURKEY"	140	"TURKEY:  GEMEREK"	39.2	36		5.6	7						2
	1914	5	31	"ECUADOR"	160	"ECUADOR:  MONTE PULLERINA"	-0.2	-78.2	10	5.8	10						
	1914	6	25	"INDONESIA"	60	"INDONESIA:  SUMATERA"	-3.924	101.82	35	7.6		20	1	20	1		1
	1914	8	4	"CHINA"	40	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG)"	43.5	91.5		7.5	8	1	1				1
	1914	9	11	"PERU"	160	"PERU:  CARAVELI,NAZCA,ICA,ATICO"	-15.5	-73.2					1				2
	1914	10	3	"TURKEY"	140	"TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA"	37.82	30.27		7	9	4000	4	700	3		4
	1914	10	6	"NEW ZEALAND"	170	"NEW ZEALAND:  NORTH ISLAND"	-37.8	178.2			8	1	1				2
	1914	10	17	"GREECE"	130	"GREECE:  THEBES"	38.25	23.25		6	10						
	1914	10	23	"PALAU"	170	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	6	132.5	60	7.6							
	1914	11	24	"JAPAN"	30	"JAPAN:  VOLCANO ISLANDS"	22	143	110	8.1							
	1914	11	27	"GREECE"	130	"GREECE:  LEUKAS ISLAND"	38.8	20.6	30	6.3	9	14	1				3
	1914	12	2	"PERU"	160	"PERU:  PARARCA,PAYSA,COLTA,OYALA"	-15.2	-73.2			10	34	1				3
	1915	1	13	"ITALY"	130	"ITALY:  MARSICA, AVEZZANO, ABRUZZI"	42	13.5	10	7.5	11	29978	4			60	4
	1915	2	28	"JAPAN"	30	"JAPAN:  SW RYUKYU ISLANDS"	23.6	123.5	60	7.7							
	1915	5	1	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	47	155	25	8.1							
	1915	5	16	"PHILIPPINES"	170	"PHILIPPINES:  SABTAN,BATAN"	11.3	122.3			8						2
	1915	5	23	"INDONESIA"	170	"INDONESIA:  KAIMANA"	-3.644	133.695									
	1915	6	6	"PERU"	160	"PERU:  S"	-18.5	-68.5	160	7.6							
	1915	6	23	"USA"	150	"CALIFORNIA:  EL CENTRO"	32.8	-115.5		6.2		6	1			0.9	1
	1915	7	31	"RUSSIA"	50	"RUSSIA:  OFF KAMCHATKA"	53.5	163.3	20	7.3	10						
	1915	8	7	"GREECE"	130	"GREECE:  KEFALLONIA ISLAND, ITHACA ISLAND"	38.5	20.7	14	6.7	9						3
	1915	9	7	"EL SALVADOR"	100	"EL SALVADOR"	14	-89	80	7.9							
	1915	10	3	"USA"	150	"NEVADA:  PLEASANT VALLEY"	40.5	-117.5		7.6	10						1
	1915	11	1	"JAPAN"	30	"JAPAN:  NEAR E COAST HONSHU"	38.3	142.9	60	7.8							1
	1915	11	6	"INDONESIA"	170	"INDONESIA:  NW. IRIAN JAYA"	-1	136		6							
	1915	11	18	"PHILIPPINES"	170	"PHILIPPINES:  W. LUZON ISLAND"	18	119.5		6.4	8						1
	1915	12	3	"CHINA"	40	"CHINA:  TIBET (XIZANG PROVINCE)"	29.5	91.5		7	9	170	3				2
	1915	12	29	"EL SALVADOR"	100	"EL SALVADOR:  AHUACHAPAN,ATACO,APANECA"	14.56	-88.76		6.6			1				2
	1916	1	1	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  SOLOMON ISLANDS"	-4.739	152.548	35	7.9							1
	1916	1	4	"PHILIPPINES"	170	"PHILIPPINES:  PANAY:  PANAY,MAASIN"	11.1	122.3			8						2
	1916	1	13	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA"	-3	136	30	8.1							
	1916	1	13	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA"	-3	135.5	16	8.1							
	1916	1	24	"TURKEY"	140	"TURKEY"	41	37	33	7.8							
	1916	1	31	"COSTA RICA"	100	"COSTA RICA-PANAMA"											
	1916	2	1	"JAPAN"	30	"JAPAN:  DUDA"	29.5	131.5	33	8							
	1916	2	6	"USA"	150	"ALASKA:  ALEUTIAN ISLANDS"	48.5	178.5	60	7.7							
	1916	2	27	"NICARAGUA"	100	"NICARAGUA:  OFF COAST"	11	-86	60	7.5							
	1916	4	18	"USA"	150	"ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS"	53.3	-170	170	7.5							
	1916	4	21	"JAPAN"	30	"JAPAN:  OFF EAST COAST HONSHU"	33	141	60	7.8							
	1916	4	24	"DOMINICAN REPUBLIC"	90	"DOMINICAN REPUBLIC:  SANTO DOMINIGO"	18.5	-68	80	7.2	9						1
	1916	4	26	"PANAMA"	90	"PANAMA:  ALMIRANTE, BOCAS DEL TORO"	9.6	-82	25	7	9					0.025	1
	1916	6	21	"ARGENTINA"	160	"ARGENTINA"	-28.5	-63	600	7.5							
	1916	7	3	"ITALY"	130	"ITALY:  STROMBOLI ISLAND"	38.817	15.233		5.1	7						1
	1916	8	3	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  N COAST"	-4	144.5	60	7.5							
	1916	8	25	"BOLIVIA"	160	"BOLIVIA-NORTHERN CHILE"	-21	-68	180	7.5							
	1916	8	28	"NEPAL"	60	"NEPAL; TIBET (XIZANG PROVINCE)"	30	81	33	7.7							
	1916	8	28	"TAIWAN"	30	"TAIWAN"	23.7	120.9		6.5	8	180	3				2
	1916	9	11	"INDONESIA"	60	"INDONESIA:  JAVA"	-9	113	100	7.3							3
	1916	10	28	"SLOVENIA"	130	"BALKANS NW:  SLOVENIA:  GORNJI GRAD"	46.3	14.6	11	4.9	7						2
	1916	10	31	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	46.5	160	60	7.7							
	1916	11	12	"VENEZUELA"	90	"VENEZUELA: OCUMARE DE LA COSTA DE ORO"	10.46	-67.77	0								
	1916	11	14	"TAIWAN"	30	"TAIWAN"	24	121		6		1	1	20	1		1
	1917	1	4	"TAIWAN"	30	"TAIWAN:  PULI"	23.9	120.9		6.3		54	2	85	2		1
	1917	1	20	"INDONESIA"	60	"INDONESIA:  BALI"	-7	116		6.6	9	1500	4				2
	1917	1	24	"CHINA"	30	"CHINA:  ANHUI PROVINCE:"	31.3	116.2		6.3	8		3				3
	1917	1	25	"CHINA"	30	"CHINA:  FUJIAN PROVINCE: OFF COAST"	24.47	118.08		6.5							
	1917	1	29	"SLOVENIA"	130	"BALKANS NW:  SLOVENIA:  BREZICE"	45.9	15.6	13	5.6	8						3
	1917	1	30	"RUSSIA"	50	"RUSSIA:  KAMCHATKA"	56.5	163	40	7.8							
	1917	1	31	"PHILIPPINES"	170	"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN"	6	125		6.4	9	7	1	2	1		2
	1917	4	26	"ITALY"	130	"ITALY:  CITERNA"	43.5	12.1	33	5.5	10						
	1917	5	1	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS"	-29.2	-177		8							
	1917	5	6	"TAIWAN"	30	"TAIWAN"	23.2	121.6	33	5.8							
	1917	5	31	"USA"	150	"ALASKA:  ALASKA PENINSULA"	54.79	-169.12		7.9	5						
	1917	6	6	"ITALY"	130	"ITALY:  CENTRAL"	42.5	12.7			12						
	1917	6	8	"EL SALVADOR"	100	"EL SALVADOR:  SAN SALVADOR"	13.82	-89.31		6.7			3				4
	1917	6	26	"SAMOA"	170	"SAMOA ISLANDS"	-15.5	-173	25	8.3							1
	1917	7	4	"TAIWAN"	30	"TAIWAN:  NE OF TAIWAN"	25	123	60	7.7							
	1917	7	29	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA"	-3.705	141.729		7.5							
	1917	7	30	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	28	104	33	6.8	9	1800	4				4
	1917	7	31	"CHINA"	30	"CHINA:  JILIN PROVINCE"	42.5	131	460	7.5							
	1917	8	30	"INDONESIA"	170	"INDONESIA:  BANDA SEA"	-7.5	128	100	7.8							
	1917	8	31	"COLOMBIA"	160	"COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA"	4	-74	40	7.3	8	6	1		2		1
	1917	9	17	"ITALY"	130	"ITALY:  S"	41.7	13.6			12						
	1917	11	5	"ITALY"	130	"ITALY:  CENTRAL"	43.6	13.7			12						
	1917	11	16	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS:  S OF"	-29	-177.5	60	7.5							
	1917	12	26	"GUATEMALA"	100	"GUATEMALA:  GUATEMALA CITY"	14.6	-90.6		6		2650	4				4
	1917	12	29	"MEXICO"	150	"MEXICO:  NEAR OAXACA COAST"	15	-97	33	7.7							
	1918	1	4	"GUATEMALA"	100	"GUATEMALA:  GUATEMALA CITY"	14	-90									3
	1918	1	30	"RUSSIA"	50	"RUSSIA:  E COAST OF"	45.4	136.5	350	7.7							
	1918	2	7	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO"	6.5	126.5	120	7.5	7						
	1918	2	13	"CHINA"	30	"CHINA:  GUANGDONG PROVINCE"	23.5	117.2	23	7.3	10	2000	4		4		4
	1918	4	21	"USA"	150	"CALIFORNIA"	33.7	-117		6.8						0.2	1
	1918	5	20	"CHILE"	160	"CHILE:  NORTHERN"	-28.5	-71.5	80	7.9							
	1918	7	3	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  N COAST"	-3.5	142.5	60	7.5							
	1918	7	8	"BANGLADESH"	60	"BANGLADESH:  SRIMANGAL"	24.5	91	60	7.6							2
	1918	8	14	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	26.9	103		5.5	7						1
	1918	8	15	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO:  COTABATO"	5.5	123	33	8.3	10	46	1				3
	1918	9	7	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	45.5	151.5	33	8.3							
	1918	9	13	"PHILIPPINES"	170	"PHILIPPINES:  BATANES:  IVANA,SABTAN,SAN VICENTE"	20.4	121.95			9						2
	1918	10	11	"USA TERRITORY"	90	"PUERTO RICO:  MONA PASSAGE"	18.7	-67.189	15	7.1	9		3			4	2
	1918	10	25	"USA TERRITORY"	90	"PUERTO RICO"	18.441	-67.214	15	6.4	7						
	1918	11	8	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.5	151.5	25	7.8							
	1918	11	12	"USA TERRITORY"	90	"PUERTO RICO"	18.2	-68.2			7						2
	1918	11	18	"INDONESIA"	170	"INDONESIA:  BANDA SEA"	-7	129	190	8.1							
	1918	12	4	"CHILE"	160	"CHILE:  COPIAPO"	-26	-71		7.8			1				3
	1918			"IRAN"	140	"IRAN:  BAJESTAN"	34.5	58.2			7						2
	1919	1	1	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO ISLAND"	8	126	33	7.4	7						
	1919	1	1	"FIJI"	170	"FIJI ISLANDS"	-19.5	-176.5	180	8.3							
	1919	4	27	"PHILIPPINES"	170	"PHILIPPINES:  NW PANAY, SW TABLAS, CARABAO I"	12	122			8						2
	1919	4	28	"EL SALVADOR"	100	"EL SALVADOR:  SAN SALVADOR"	13.69	-89.19		5.9			2				3
	1919	4	30	"TONGA"	170	"TONGA ISLANDS"	-18.352	-172.515	25	8.1							1
	1919	5	3	"JAPAN"	30	"JAPAN:  OFF EAST COAST HONSHU"	40.5	145.5	60	7.6							
	1919	5	6	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  SOLOMON ISLANDS"	-4.806	153.859	35	8.2							1
	1919	6	29	"ITALY"	130	"ITALY:  N"	44	11.5	33	6.2	10						
	1919	6	29	"NICARAGUA"	100	"NICARAGUA:  GULF OF FONSECA"	12.33	-88.291	20	6.6							
	1919	8	19	"VENEZUELA"	160	"VENEZUELA: LARA, MARACAIBO"	10.6	-71.6									
	1919	10	3	"FIJI"	170	"FIJI ISLANDS:  RABI,TUNULOA MISSION,SUVASAVU"	-16.5	180		6.9	8						2
	1919	10	22	"ITALY"	130	"ITALY:  TYRRHENIAN SEA"	41.4	12.6	10	5.6	8						
	1919	10	31	"ITALY"	130	"ITALY:  CENTRAL"	43.5	12.1			12						
	1919	11	21	"INDONESIA"	170	"INDONESIA:  IRIAN JAYA REGION"	-2.55	140.75			8						1
	1919	11	29	"ITALY"	130	"ITALY:  S"	41.6	14.2			12						
	1919	12	22	"GREECE"	130	"GREECE-ALBANIA:  IOANNINA,KONITSA"	39.4	20.5			9						3
	1920	1	3	"MEXICO"	150	"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA"	19.26	-96.97		7.8	10	648	3	167	3		2
	1920	1	29	"INDONESIA"	170	"INDONESIA:  N. MOLUCCAS ISLANDS"	0.87	122.92									
	1920	2	2	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW BRITAIN"	-6.5	150	60	7.7							1
	1920	2	20	"GEORGIA"	40	"GEORGIA:  CAUCASUS:  GORI, TIFLIS"	42	44.1	11	6.2			3				3
	1920	6	5	"TAIWAN"	30	"TAIWAN"	23.5	122.7		8		5	1	20	1		2
	1920	8	20	"CHILE"	160	"CHILE:  OFF COAST CENTRAL"	-38	-73.5	15	7							2
	1920	9	7	"ITALY"	130	"ITALY:  CARRARA,GARFAGNANA"	44.3	10.3	10	5.8	10	1400	4				
	1920	9	20	"NEW CALEDONIA"	170	"NEW CALEDONIA:  LOYALTY ISLANDS"	-19.919	168.53	35	7.8							
	1920	11	26	"ALBANIA"	130	"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ"	40.2	20	25	6.2	11	200	3				3
	1920	12	16	"CHINA"	30	"CHINA:  GANSU PROVINCE, SHANXI PROVINCE"	36.601	105.317	25	8.3	12	200000	4			25	4
	1920	12	17	"ARGENTINA"	160	"ARGENTINA:  MENDOZA"	-32.7	-68.4	10	6	8	400	3				3
	1920	12	18	"ALBANIA"	130	"ALBANIA:  ELBASAN, PEQIN"	40.5	19.5		5.6	9		3				3
	1921	1	13	"ITALY"	130	"ITALY:  N"	44.3	11.9			12						
	1921	2	4	"GUATEMALA"	100	"GUATEMALA"	15	-91	120	7.5							
	1921	4	30	"MEXICO"	150	"MEXICO:  NEAR COAST OF JALISCO"	19.7	-104.3		7.7							
	1921	5	14	"INDONESIA"	170	"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN"	0.7	117.9		6.2	8						2
	1921	8	4	"CHINA"	30	"CHINA:   LIAONING PROVINCE:  XIAOSI, DANDONG"	40.13	124.38									1
	1921	8	14	"ETHIOPIA"	10	"ETHIOPIA:  MESEWA (MASSAUA)"	15.6	39.6		5.9	8		2				3
	1921	9	11	"INDONESIA"	60	"INDONESIA:  S OF JAVA"	-11	111		7.5							1
	1921	9	16	"CENTRAL AFRICAN REPUBLIC"	10	"CENTRAL AFRICAN REPUBLIC:  NOLA"	3.8	16.3		4.8	8						1
	1921	9	24	"ITALY"	130	"ITALY:  CENTRAL"	43.2	13.2			12						
	1921	9	29	"USA"	150	"UTAH:  ELSINORE"	38.7	-112.1		5.2	8			2	1		2
	1921	10	10	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  SENTANI"	-2.3	138.8			7						2
	1921	11	7	"PHILIPPINES"	170	"PHILIPPINES:  E MINDANAO:  MANAY"	7	126			8						1
	1921	11	11	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO:  E"	8	127	60	7.5	7						1
	1921	11	15	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH"	36.5	70.5	215	7.8							
	1921	12	1	"ITALY"	130	"ITALY:  CENTRAL"	42.7	12			12						
	1921	12	18	"PERU"	160	"PERU"	-2.5	-71	650	7.6							
	1922	1	6	"PERU"	160	"PERU"	-16.5	-73	33	7.2							
	1922	1	16	"COLOMBIA"	160	"COLOMBIA:  CAQUETA, PUTUMAYO"	2.5	-71	600	7.6							
	1922	1	17	"PERU"	160	"PERU"	-2.5	-71	650	7.6							
	1922	1	19	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-7.111	143.53	15	6.9							1
	1922	1	27	"PHILIPPINES"	170	"PHILIPPINES:  CEBU I:  CEBU; MACTAN I"	10.2	123.5			8						2
	1922	1	31	"USA"	150	"CALIFORNIA:  NORTHERN"	41	-125.5		7.6							1
	1922	2	16	"NICARAGUA"	100	"NICARAGUA"	11.7	-70.85		6.4							3
	1922	2	22	"INDONESIA"	170	"INDONESIA:  BANDA"	-3.3	128.9									
	1922	2	27	"PHILIPPINES"	170	"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND"	10.2	124.1		6.3	5	5	1				2
	1922	3	1	"PHILIPPINES"	170	"PHILIPPINES:  SIATON,ZAMBOANGUITA"	9	123.25		6	8						2
	1922	3	24	"SERBIA"	130	"BALKANS NW:  SERBIA"	44.4	20.4	12	6	10		3				3
	1922	4	10	"INDONESIA"	60	"SW. SUMATRA"	-1	100.35									
	1922	5	27	"ITALY"	130	"ITALY:  N"	45.2	12.7			12						
	1922	7	8	"INDONESIA"	60	"LHOKNGA, ACEH"	5.5	95.2									
	1922	8	25	"ALGERIA"	15	"ALGERIA: BORDJ ABOU EL HASEN, DAHRA"	36.3	1.3		5.1	10						
	1922	9	1	"TAIWAN"	30	"TAIWAN"	24.5	122		7.6		5	1	7	1		2
	1922	10	11	"PERU"	160	"PERU:  CARAVELI"	-16	-72.5		7.4	7						2
	1922	10	24	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	47	151.8	90	7.5							1
	1922	11	7	"CHILE"	160	"CHILE:  NORTHERN"	-28	-72	33								
	1922	11	11	"CHILE"	160	"CHILE:  ATACAMA"	-28.553	-70.755	35	8.7	11	500	3				3
	1922	12	6	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH"	36.5	70.5	230	7.5							
	1922	12	7	"JAPAN"	30	"JAPAN:  KYUSHU"	32.7	130.3				27	1				1
	1922	12	25	"NEW ZEALAND"	170	"SE. NEW ZEALAND"	-43	173		6.3	7						
	1923	1	22	"USA"	150	"CALIFORNIA:  NORTHERN"	40.8	-124.5		7.2	8						1
	1923	2	3	"RUSSIA"	50	"RUSSIA:  KAMCHATKA"	54	161	19	8.3	11						1
	1923	2	4	"IRAN"	140	"IRAN:  BODZHNURD"	37.6	57.3	10	5.5	8						2
	1923	2	15	"VIETNAM"	30	"VIETNAM: THUAN HAI PROVINCE"	10.1	109	17	6.1							
	1923	2	24	"ECUADOR"	160	"ECUADOR"	-0.4	-78.3		6.8	9		2				
	1923	2	24	"RUSSIA"	50	"RUSSIA:  KAMCHATKA PENINSULA"	55	162.4	20	7.7							1
	1923	3	2	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO ISLAND"	6.5	124	22	7.2	7						
	1923	3	15	"CROATIA"	130	"BALKANS NW:  CROATIA:  PODGORA"	43.2	17.1			10						3
	1923	3	24	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	31.5	101	13	7.3	10	4800	4				3
	1923	4	13	"RUSSIA"	50	"RUSSIA:  NEAR KAMCHATKA"	56.5	162.5	20	7.2	10						2
	1923	5	4	"CHILE"	160	"CHILE:  VALLENAR"	-28.75	-71.75	60	7							2
